season,week,name,judge_score,status,est_vote_share,est_vote_std
10,4,Kate Gosselin,16.0,Safe,0.13230882412898778,0.0868654512324232
10,4,Jake Pavelka,19.0,Safe,0.13167230519214293,0.09611033782763474
10,5,Niecy Nash,18.0,Safe,0.15018093084456294,0.11764357478868497
10,5,Chad Ochocinco,18.0,Safe,0.14939155347181393,0.11408365599548238
10,5,Evan Lysacek,27.0,Safe,0.1332802938256309,0.11116607976504088
10,5,Pamela Anderson,21.0,Safe,0.1261741261120034,0.10187673382711114
10,5,Nicole Scherzinger,29.0,Safe,0.13235552386199215,0.10956663871737177
10,5,Erin Andrews,22.0,Safe,0.13289835728131055,0.10855859059957566
10,5,Kate Gosselin,15.0,Eliminated,0.041325826730583035,0.03245067437909097
10,5,Jake Pavelka,23.0,Safe,0.13439338787210334,0.11886683522619676
10,6,Niecy Nash,25.9998,Safe,0.1967166501633797,0.11358943346573491
10,6,Chad Ochocinco,30.999899999999997,Safe,0.1352689257323363,0.11962199874668378
10,6,Evan Lysacek,27.0,Safe,0.1738676448772071,0.13113562233327425
10,6,Pamela Anderson,29.9998,Safe,0.15667523713133877,0.12552939589753126
10,6,Nicole Scherzinger,35.9999,Safe,0.1412809873780594,0.1307830734500104
10,6,Erin Andrews,34.0,Safe,0.14742622036860994,0.13572504732191581
10,6,Jake Pavelka,24.999899999999997,Eliminated,0.048764334349068864,0.04247960591918999
10,7,Niecy Nash,24.5,Safe,0.23993428083628973,0.12484576877028034
10,7,Chad Ochocinco,26.0,Safe,0.1883091153725158,0.13058420454697947
10,7,Evan Lysacek,27.0,Safe,0.16351213720895097,0.14148032467750202
10,7,Pamela Anderson,25.5,Eliminated,0.041842961902072456,0.035360825813781395
10,7,Nicole Scherzinger,27.0,Safe,0.17009753512829076,0.15053549752810894
10,7,Erin Andrews,25.5,Safe,0.1963039695518802,0.13966343800870532
10,8,Niecy Nash,21.5,Eliminated,0.08356475854673659,0.06999028912959405
10,8,Chad Ochocinco,22.5,Safe,0.28882456913498583,0.16560429954981132
10,8,Evan Lysacek,26.5,Safe,0.20621471488717105,0.16826936672329407
10,8,Nicole Scherzinger,29.5,Safe,0.2140823542419025,0.1727036358185798
10,8,Erin Andrews,26.5,Safe,0.20731360318920422,0.1713221748686658
10,9,Chad Ochocinco,26.0,Eliminated,0.12310581455131313,0.09798697421161282
10,9,Evan Lysacek,29.5,Safe,0.25751531970691927,0.2001213361147075
10,9,Nicole Scherzinger,29.5,Safe,0.2430964753961001,0.19139546237731817
10,9,Erin Andrews,28.0,Safe,0.37628239034566735,0.17998306870477593
10,10,Evan Lysacek,26.8887,Safe,0.343199271723133,0.23589644454963915
10,10,Nicole Scherzinger,28.7777,Safe,0.33588642750918457,0.23676621894614644
10,10,Erin Andrews,26.9998,Safe,0.32091430076768285,0.23579038253009227
11,1,David Hasselhoff,15.0,Eliminated,0.01775500430730936,0.014298961598056877
11,1,Florence Henderson,18.0,Safe,0.08152542596216014,0.06648013958108026
11,1,Kyle Massey,23.0,Safe,0.08909485559849172,0.08153938579358472
11,1,Jennifer Grey,24.0,Safe,0.08070282398372984,0.06835812361335626
11,1,Rick Fox,22.0,Safe,0.07849118051941399,0.07330460253757703
11,1,Kurt Warner,19.0,Safe,0.08426029751620982,0.07852777747856791
11,1,Margaret Cho,15.0,Safe,0.10140398447655825,0.07462725254900245
11,1,Michael Bolton,16.0,Safe,0.09856453587685958,0.07472876245569475
11,1,Brandy,23.0,Safe,0.08946256316962127,0.07624531251615005
11,1,The Situation,15.0,Safe,0.09244258884215416,0.06652946156535901
11,1,Audrina Patridge,19.0,Safe,0.09992868034861156,0.09134492847098585
11,1,Bristol Palin,18.0,Safe,0.08636805939888043,0.07361485499992373
11,2,Florence Henderson,19.0,Safe,0.1032058141464033,0.08436782713950307
11,2,Kyle Massey,22.0,Safe,0.09431086493874341,0.08445482636645447
11,2,Jennifer Grey,24.0,Safe,0.08742867689736243,0.08011964474475546
11,2,Rick Fox,21.0,Safe,0.0941258602210906,0.08022864614484303
11,2,Kurt Warner,21.0,Safe,0.09255790141298549,0.08536852260670022
11,2,Margaret Cho,18.0,Safe,0.1090591226070656,0.07586541654944864
11,2,Michael Bolton,12.0,Eliminated,0.02753322004285421,0.02441023734549558
11,2,Brandy,21.0,Safe,0.09953866979087063,0.08750431641066324
11,2,The Situation,18.0,Safe,0.10064233927964113,0.07200178978078275
11,2,Audrina Patridge,23.0,Safe,0.10003416533716905,0.09138370876575522
11,2,Bristol Palin,22.0,Safe,0.09156336532581416,0.08333605949345879
11,3,Florence Henderson,20.0,Safe,0.10749046649974443,0.0896686865960865
11,3,Kyle Massey,23.0,Safe,0.1033928566141777,0.08705236614104882
11,3,Jennifer Grey,24.0,Safe,0.10164528515572888,0.08944298107430831
11,3,Rick Fox,24.0,Safe,0.09719287543731034,0.08238142284572207
11,3,Kurt Warner,23.0,Safe,0.10656784509333471,0.09687653523925381
11,3,Margaret Cho,18.0,Eliminated,0.029831665284644884,0.024773416144670025
11,3,Brandy,24.0,Safe,0.09960132649618426,0.08673676312690093
11,3,The Situation,20.0,Safe,0.12084634062910263,0.09642357724609472
11,3,Audrina Patridge,26.0,Safe,0.10023629425309812,0.09094391169021375
11,3,Bristol Palin,19.0,Safe,0.13319504453667388,0.0952001194917061
11,4,Florence Henderson,17.5,Safe,0.12168139101407002,0.09590156717775163
11,4,Kyle Massey,20.0,Safe,0.12291467690636428,0.10630691887975006
11,4,Jennifer Grey,28.0,Safe,0.11222317777273462,0.09733322122241704
11,4,Rick Fox,19.5,Safe,0.11748355127394602,0.09886233101215662
11,4,Kurt Warner,17.0,Safe,0.12291335185433329,0.09667971698427814
11,4,Brandy,24.0,Safe,0.11949559165113267,0.09921194438854483
11,4,The Situation,14.0,Eliminated,0.03182103951021721,0.0287265735490745
11,4,Audrina Patridge,23.0,Safe,0.11538382253871629,0.09848895182382998
11,4,Bristol Palin,16.0,Safe,0.13608339747848597,0.09795265658597571
11,5,Florence Henderson,21.0,Eliminated,0.026216776736006846,0.02282788201715641
11,5,Kyle Massey,20.0,Safe,0.14410143836104902,0.10543679763625276
11,5,Jennifer Grey,25.0,Safe,0.1261022325827709,0.11343355067032397
11,5,Rick Fox,24.0,Safe,0.11561703145863557,0.09825119508106704
11,5,Kurt Warner,24.0,Safe,0.13473038165069873,0.11302430361568301
11,5,Brandy,27.0,Safe,0.12834463942095733,0.11057065186001758
11,5,Audrina Patridge,23.0,Safe,0.14864775985781178,0.11738128718963049
11,5,Bristol Palin,18.0,Safe,0.17623973993206993,0.11112281818755418
11,6,Kyle Massey,29.999899999999997,Safe,0.15558384139046394,0.06449783012013353
11,6,Jennifer Grey,29.0,Safe,0.11896578265582995,0.05360625564957852
11,6,Rick Fox,30.0,Safe,0.07046383752238246,0.03067729292066666
11,6,Kurt Warner,21.9999,Safe,0.35676293411964355,0.044947671319563696
11,6,Brandy,35.9999,Safe,0.058555401901976,0.040175053463575604
11,6,Audrina Patridge,31.9998,Eliminated,0.011540430899441293,0.010252182138653686
11,6,Bristol Palin,27.9998,Safe,0.22812777151026292,0.053311256935872006
11,7,Kyle Massey,33.5,Safe,0.18533998564537074,0.1306611015151572
11,7,Jennifer Grey,36.5,Safe,0.167949376125688,0.14511417678741317
11,7,Rick Fox,34.5,Eliminated,0.03596832049107972,0.03135822642145591
11,7,Kurt Warner,35.0,Safe,0.19357429231417791,0.14161273866612117
11,7,Brandy,36.5,Safe,0.17714146314752902,0.1411459474556223
11,7,Bristol Palin,32.5,Safe,0.24002656227615457,0.1349696648086467
11,8,Kyle Massey,28.0,Safe,0.2742617973486431,0.1582580417551359
11,8,Jennifer Grey,28.5,Safe,0.19121338201922636,0.15529017667527203
11,8,Kurt Warner,24.0,Eliminated,0.06319337092958104,0.04946489014680362
11,8,Brandy,28.5,Safe,0.20688742370227095,0.17746080885475707
11,8,Bristol Palin,23.5,Safe,0.2644440260002784,0.16281781617718577
11,9,Kyle Massey,29.0,Safe,0.32986081108117205,0.17367817400548857
11,9,Jennifer Grey,30.0,Safe,0.2616437728444106,0.19871110640748285
11,9,Brandy,28.5,Eliminated,0.08532489511610108,0.06679435862312164
11,9,Bristol Palin,26.5,Safe,0.3231705209583163,0.17741695309549463
11,10,Kyle Massey,27.333199999999998,Safe,0.33076110341729204,0.23199677721867412
11,10,Jennifer Grey,30.0,Safe,0.34087070121505353,0.23555620204092384
11,10,Bristol Palin,25.6666,Safe,0.32836819536765477,0.23416231222710493
12,1,Ralph Macchio,24.0,Safe,0.08753477742047974,0.07977783201274902
12,1,Chelsea Kane,21.0,Safe,0.09278067643924195,0.08252284686083573
12,1,Kirstie Alley,23.0,Safe,0.08824184183526734,0.07948854060787906
12,1,Hines Ward,21.0,Safe,0.09257578646593359,0.08417420590341558
12,1,Sugar Ray Leonard,17.0,Safe,0.08590914508738554,0.08178492747088223
12,1,Chris Jericho,19.0,Safe,0.09000065458442655,0.08314571855670864
12,1,Petra Nemcova,18.0,Safe,0.09096659868899769,0.08228571846700194
12,1,Mike Catherwood,13.0,Safe,0.09289913086797416,0.0881485702950946
12,1,Romeo,19.0,Safe,0.08941190860898064,0.08067635691119648
12,1,Wendy Williams,14.0,Safe,0.09264085495728573,0.08415465316288627
12,1,Kendra Wilkinson,18.0,Safe,0.09703862504402706,0.0863872629002374
12,2,Ralph Macchio,21.0,Safe,0.10576972770265701,0.08606816021615313
12,2,Chelsea Kane,18.0,Safe,0.09806979923251766,0.08184400856112849
12,2,Kirstie Alley,20.0,Safe,0.08960288856668858,0.08053818885236201
12,2,Hines Ward,23.0,Safe,0.09617517756272924,0.07961989797901824
12,2,Sugar Ray Leonard,17.0,Safe,0.10227948329984705,0.0779619866426803
12,2,Chris Jericho,23.0,Safe,0.08242697099573468,0.0705369825897929
12,2,Petra Nemcova,18.0,Safe,0.10102443533124475,0.0862416614599263
12,2,Mike Catherwood,17.0,Eliminated,0.01673911036101747,0.01421915843706468
12,2,Romeo,23.0,Safe,0.0969142551703196,0.082083878814181
12,2,Wendy Williams,17.0,Safe,0.10315596198855191,0.07726616133867363
12,2,Kendra Wilkinson,19.0,Safe,0.10784218978869209,0.09046293084347341
12,3,Ralph Macchio,21.0,Safe,0.0999213156435706,0.0840743978831307
12,3,Chelsea Kane,23.0,Safe,0.09335346855377068,0.08147246670989103
12,3,Kirstie Alley,21.0,Safe,0.1053752535338046,0.09208705314943331
12,3,Hines Ward,25.0,Safe,0.10850681750792995,0.09744106012140835
12,3,Sugar Ray Leonard,20.0,Safe,0.12016781705541602,0.09136306957744396
12,3,Chris Jericho,21.0,Safe,0.10525882285736024,0.09410492581425198
12,3,Petra Nemcova,25.0,Safe,0.10023943427251893,0.08785663080047457
12,3,Romeo,20.0,Safe,0.1269171977267496,0.09161219967796623
12,3,Wendy Williams,15.0,Eliminated,0.03411063941217619,0.029121119937387453
12,3,Kendra Wilkinson,23.0,Safe,0.10614923343670306,0.09768614626455763
12,4,Ralph Macchio,25.0,Safe,0.11906927751792218,0.10291034760574784
12,4,Chelsea Kane,26.0,Safe,0.12077272834216411,0.09601657862843842
12,4,Kirstie Alley,22.0,Safe,0.13833938224586487,0.09882068385795624
12,4,Hines Ward,25.0,Safe,0.10900502637936282,0.092966856533967
12,4,Sugar Ray Leonard,21.0,Eliminated,0.028639792469995946,0.024199517568034276
12,4,Chris Jericho,23.0,Safe,0.10990175578391348,0.09225187205737477
12,4,Petra Nemcova,23.0,Safe,0.12013338741691582,0.10677841976359446
12,4,Romeo,23.0,Safe,0.11354025678344003,0.10245706688729288
12,4,Kendra Wilkinson,18.0,Safe,0.14059839306042043,0.0924237713772624
12,5,Ralph Macchio,22.0,Safe,0.16196402434071341,0.1158498071963132
12,5,Chelsea Kane,26.0,Safe,0.1169593587166807,0.10201631701992905
12,5,Kirstie Alley,23.0,Safe,0.15446192395030164,0.11219182853687094
12,5,Hines Ward,27.0,Safe,0.1340332787586765,0.11415716387408083
12,5,Chris Jericho,26.0,Safe,0.12726572910470413,0.10320824550604936
12,5,Petra Nemcova,22.0,Eliminated,0.03107910702451881,0.02519780048330826
12,5,Romeo,26.0,Safe,0.11540259370302608,0.09379091139029061
12,5,Kendra Wilkinson,22.0,Safe,0.15883398440137853,0.11792328949706617
12,6,Ralph Macchio,24.0,Safe,0.18367085028129324,0.12050507616596552
12,6,Chelsea Kane,28.0,Safe,0.1324394935893339,0.1151968271555383
12,6,Kirstie Alley,26.0,Safe,0.16537727292285245,0.13188862658689993
12,6,Hines Ward,27.0,Safe,0.16648499410030357,0.12641540221776848
12,6,Chris Jericho,22.0,Eliminated,0.045776355535853755,0.03669750455024061
12,6,Romeo,28.0,Safe,0.14136341549194312,0.12567258099793047
12,6,Kendra Wilkinson,25.0,Safe,0.1648876180784196,0.12407096289154351
12,7,Ralph Macchio,33.0,Safe,0.16324847194056594,0.1323227335475685
12,7,Chelsea Kane,32.0,Safe,0.20296118867023416,0.13876607191464752
12,7,Kirstie Alley,30.0,Safe,0.21985710913488946,0.13399801704657724
12,7,Hines Ward,33.0,Safe,0.16773337207285022,0.14554210781340476
12,7,Romeo,30.0,Safe,0.20215667567689785,0.1334692561887239
12,7,Kendra Wilkinson,30.5,Eliminated,0.044043182504562135,0.036072911572254444
12,8,Ralph Macchio,23.0,Safe,0.2742306224228099,0.16893789594587394
12,8,Chelsea Kane,27.5,Safe,0.20918501698605133,0.16839514610815623
12,8,Kirstie Alley,26.5,Safe,0.26618398442895375,0.154682605411715
12,8,Hines Ward,27.0,Safe,0.19349831823682917,0.15556438795644062
12,8,Romeo,26.0,Eliminated,0.05690205792535592,0.04345749564970146
12,9,Ralph Macchio,24.0,Eliminated,0.11418454240408003,0.08438845157273464
12,9,Chelsea Kane,36.5,Safe,0.24253185091813526,0.19943728700927418
12,9,Kirstie Alley,27.0,Safe,0.3678112420534628,0.18205774383196133
12,9,Hines Ward,30.0,Safe,0.2754723646243217,0.19249925163632012
12,10,Chelsea Kane,29.666600000000003,Safe,0.3363961462246297,0.22852401060434382
12,10,Kirstie Alley,27.999899999999997,Safe,0.33206028692998,0.23159353352283313
12,10,Hines Ward,29.666600000000003,Safe,0.331543566845391,0.23245698195405098
13,1,Elisabetta Canalis,15.0,Safe,0.1105415125601714,0.07653420138282904
13,1,David Arquette,18.0,Safe,0.0856800972866151,0.08008945265962865
13,1,Ricki Lake,20.0,Safe,0.08326592415289925,0.07705513797465201
13,1,J.R. Martinez,22.0,Safe,0.08042365511897732,0.07338413548902899
13,1,Metta World Peace (Ron),14.0,Eliminated,0.02226072444345416,0.017308075605561316
13,1,Hope Solo,21.0,Safe,0.08973065940725566,0.07685220445500132
13,1,Chynna Phillips,22.0,Safe,0.08823045741984425,0.0764813900222894
13,1,Kristin Cavallari,19.0,Safe,0.08151831632588319,0.07864905300434122
13,1,Carson Kressley,17.0,Safe,0.08076742737215631,0.07142707881129416
13,1,Chaz Bono,17.0,Safe,0.08788244430032909,0.07970728071956211
13,1,Nancy Grace,16.0,Safe,0.08983789298697614,0.08156050493414735
13,1,Rob Kardashian,16.0,Safe,0.09986088862543815,0.0850995761981039
13,2,Elisabetta Canalis,21.0,Eliminated,0.0014102898309919668,0.0006872277297613899
13,2,David Arquette,18.0,Safe,0.12191864286649162,0.08541024784082431
13,2,Ricki Lake,23.0,Safe,0.15325623960189774,0.12241221526487117
13,2,J.R. Martinez,22.0,Safe,0.03917725003977644,0.019152453878722563
13,2,Hope Solo,19.0,Safe,0.049748154652413536,0.02215617724780304
13,2,Chynna Phillips,21.0,Safe,0.04183164735399399,0.029621176457894843
13,2,Kristin Cavallari,22.0,Safe,0.09032064925201251,0.051664263737379146
13,2,Carson Kressley,18.0,Safe,0.21103890212436713,0.07318876044041181
13,2,Chaz Bono,17.0,Safe,0.25402609776936985,0.03679933681071772
13,2,Nancy Grace,21.0,Safe,0.015090686430613731,0.014718341098487955
13,2,Rob Kardashian,21.0,Safe,0.022181440078071404,0.008938852495748738
13,3,David Arquette,24.0,Safe,0.08073102901360159,0.06272150939430478
13,3,Ricki Lake,27.0,Safe,0.08201795621576863,0.08254022354800215
13,3,J.R. Martinez,26.0,Safe,0.11213710176508956,0.09871215731016351
13,3,Hope Solo,24.0,Safe,0.06489110693090488,0.054704398998243677
13,3,Chynna Phillips,26.0,Safe,0.08678584310461017,0.07913146723472192
13,3,Kristin Cavallari,24.0,Eliminated,0.009416899546387683,0.00709247645097012
13,3,Carson Kressley,23.0,Safe,0.1073276982818856,0.06556404477005862
13,3,Chaz Bono,18.0,Safe,0.22750196923283678,0.09564966704914013
13,3,Nancy Grace,21.0,Safe,0.15778801104514512,0.08553677728847474
13,3,Rob Kardashian,24.0,Safe,0.0714023848637701,0.0646293956286574
13,4,David Arquette,23.0,Safe,0.10982515610992806,0.08856192455156466
13,4,Ricki Lake,29.0,Safe,0.11286447946270406,0.11550315832968285
13,4,J.R. Martinez,26.0,Safe,0.09885662826082044,0.09719120864755491
13,4,Hope Solo,24.0,Safe,0.10879816765094392,0.10039401817985381
13,4,Chynna Phillips,21.0,Eliminated,0.02052829807581356,0.016487158489516644
13,4,Carson Kressley,20.0,Safe,0.18692216833711062,0.11599481936745525
13,4,Chaz Bono,21.0,Safe,0.1429023248439919,0.09631823822037527
13,4,Nancy Grace,21.0,Safe,0.12301382826693473,0.09368211013603757
13,4,Rob Kardashian,24.0,Safe,0.09628894899175267,0.08268858453608012
13,5,David Arquette,25.0,Safe,0.13182591331350585,0.11365896140143071
13,5,Ricki Lake,24.0,Safe,0.13674575138039874,0.12099030930595223
13,5,J.R. Martinez,28.0,Safe,0.12411203319603653,0.11112224122954585
13,5,Hope Solo,24.0,Safe,0.13147946033720226,0.10937097427548505
13,5,Carson Kressley,19.0,Eliminated,0.0429876543539414,0.0365683487041312
13,5,Chaz Bono,21.0,Safe,0.16425614375714112,0.10333404720973786
13,5,Nancy Grace,22.0,Safe,0.1476213556403498,0.10909415978349875
13,5,Rob Kardashian,25.0,Safe,0.12097168802142427,0.10898691376340504
13,6,David Arquette,23.0,Safe,0.15880472959592062,0.12853163542238621
13,6,Ricki Lake,29.0,Safe,0.15520536646761052,0.1256642447437636
13,6,J.R. Martinez,29.0,Safe,0.1432069985608633,0.13099853637588615
13,6,Hope Solo,20.0,Safe,0.18129977436549938,0.12224378418033016
13,6,Chaz Bono,19.0,Eliminated,0.04617926536897612,0.0356561821457579
13,6,Nancy Grace,24.0,Safe,0.14198322521822002,0.12097427646311047
13,6,Rob Kardashian,22.0,Safe,0.17332064042290965,0.13329028058501322
13,7,David Arquette,23.5,Eliminated,0.047205586620985486,0.03772374403156361
13,7,Ricki Lake,26.5,Safe,0.17396402742281175,0.14617112171781843
13,7,J.R. Martinez,24.0,Safe,0.20949298848828016,0.14163489533119808
13,7,Hope Solo,25.0,Safe,0.1850502732802877,0.1484717988598833
13,7,Nancy Grace,22.0,Safe,0.2192900368522178,0.14470378881415644
13,7,Rob Kardashian,25.5,Safe,0.1649970873354169,0.13813442535342785
13,8,Ricki Lake,26.0,Safe,0.20442170086590222,0.15659151637393057
13,8,J.R. Martinez,30.0,Safe,0.20488518682650175,0.16317732697061318
13,8,Hope Solo,26.0,Safe,0.20484095131607488,0.16064853629162576
13,8,Nancy Grace,22.0,Eliminated,0.09232924656311398,0.07249039696743852
13,8,Rob Kardashian,25.5,Safe,0.293522914428407,0.15676048985064628
13,9,Ricki Lake,33.4999,Safe,0.25696753211257806,0.1911559356325599
13,9,J.R. Martinez,28.0,Safe,0.36165460983560926,0.1819346085556445
13,9,Hope Solo,24.4998,Eliminated,0.11018939136528257,0.08117278800778187
13,9,Rob Kardashian,32.4998,Safe,0.2711884666865307,0.200168279562901
13,10,Ricki Lake,27.999899999999997,Safe,0.3293281897802637,0.23169067544031574
13,10,J.R. Martinez,28.1665,Safe,0.3329969638440158,0.23973949869658032
13,10,Rob Kardashian,28.333199999999998,Safe,0.33767484637571954,0.23845991623356147
14,1,William Levy,24.0,Safe,0.07914436265773844,0.07210239902846288
14,1,Jack Wagner,23.0,Safe,0.08526512945149761,0.0789145844856484
14,1,Sherri Sheperd,23.0,Safe,0.08254816292406024,0.07557206618492865
14,1,Jaleel White,26.0,Safe,0.08026346661070555,0.07461262231753664
14,1,Roshon Fegan,23.0,Safe,0.08445275835929085,0.07785944758382728
14,1,Melissa Gilbert,20.0,Safe,0.0857886835947435,0.07850383589987212
14,1,Martina Navratilova,20.0,Safe,0.08723907173863095,0.07906113609673246
14,1,Donald Driver,21.0,Safe,0.08144386620479507,0.07459657314934447
14,1,Gavin DeGraw,20.0,Safe,0.07920898005794308,0.07781217668004412
14,1,Gladys Knight,23.0,Safe,0.08393637361420665,0.0789034980785022
14,1,Katherine Jenkins,26.0,Safe,0.08462069631585847,0.07877612602442323
14,1,Maria Menounos,21.0,Safe,0.08608844847052946,0.08170560579289335
14,2,William Levy,25.0,Safe,0.08977242457255948,0.07838671025800512
14,2,Jack Wagner,21.0,Safe,0.08425953331600392,0.07150424446042912
14,2,Sherri Sheperd,23.0,Safe,0.08749890269431221,0.07645880079082708
14,2,Jaleel White,22.0,Safe,0.0851199969566952,0.07496558035510772
14,2,Roshon Fegan,26.0,Safe,0.08577628051429269,0.07299200623129877
14,2,Melissa Gilbert,20.0,Safe,0.09656382961999434,0.07445258003477095
14,2,Martina Navratilova,17.0,Eliminated,0.022786508642272694,0.018399558148525324
14,2,Donald Driver,24.0,Safe,0.08388147387674462,0.0770198420563377
14,2,Gavin DeGraw,21.0,Safe,0.08846736821897021,0.07433103881315449
14,2,Gladys Knight,19.0,Safe,0.10499517961357094,0.0772210097542329
14,2,Katherine Jenkins,26.0,Safe,0.07778784768650841,0.0696313210519023
14,2,Maria Menounos,25.0,Safe,0.09309065428807531,0.07837373709008438
14,3,William Levy,28.0,Safe,0.10293012229703898,0.08836064701809876
14,3,Jack Wagner,24.0,Eliminated,0.01534060728313269,0.013894077714386662
14,3,Sherri Sheperd,24.0,Safe,0.09181840974636292,0.07050384074586137
14,3,Jaleel White,25.0,Safe,0.09766046814972891,0.07903509648688425
14,3,Roshon Fegan,25.0,Safe,0.09604089889069532,0.08721214316891843
14,3,Melissa Gilbert,24.0,Safe,0.11145630634271672,0.0902757843330009
14,3,Donald Driver,26.0,Safe,0.08950630401613062,0.0846823639429669
14,3,Gavin DeGraw,24.0,Safe,0.08848889918166357,0.0683891564798716
14,3,Gladys Knight,24.0,Safe,0.11030467670635785,0.08796294049988304
14,3,Katherine Jenkins,29.0,Safe,0.09789839399224828,0.0984450150531433
14,3,Maria Menounos,27.0,Safe,0.09855491339392417,0.08738860782552356
14,4,William Levy,22.0,Safe,0.10862257942254636,0.09252879653076593
14,4,Sherri Sheperd,21.0,Eliminated,0.025077638640635252,0.019606277501879703
14,4,Jaleel White,22.0,Safe,0.1078481008425026,0.08912030077511955
14,4,Roshon Fegan,26.0,Safe,0.11279892032749626,0.09740098836283675
14,4,Melissa Gilbert,22.0,Safe,0.10665988487237744,0.08854771646449287
14,4,Donald Driver,27.0,Safe,0.09963106293053947,0.08711039932828404
14,4,Gavin DeGraw,23.0,Safe,0.1012932715601367,0.08208767608379382
14,4,Gladys Knight,20.0,Safe,0.12582121789651812,0.08923447084159253
14,4,Katherine Jenkins,24.0,Safe,0.10621537812610725,0.09116118171359056
14,4,Maria Menounos,26.0,Safe,0.10603194538114051,0.09641915305831321
14,5,William Levy,29.0,Safe,0.10430372553266229,0.0951331024011975
14,5,Jaleel White,24.0,Safe,0.12735780586553133,0.09999488404266035
14,5,Roshon Fegan,26.0,Safe,0.11454559077478023,0.10408695355587877
14,5,Melissa Gilbert,21.0,Safe,0.1456276521855524,0.09970782653636506
14,5,Donald Driver,27.0,Safe,0.11057170578857203,0.0947892937816158
14,5,Gavin DeGraw,19.0,Eliminated,0.03596701981138715,0.028338589471552725
14,5,Gladys Knight,22.0,Safe,0.12828866662106392,0.09697854824097142
14,5,Katherine Jenkins,29.0,Safe,0.1123491790710558,0.0944685528256513
14,5,Maria Menounos,27.0,Safe,0.12098865434939478,0.10651748364400593
14,6,William Levy,36.0,Safe,0.12964762067489743,0.1125601826554385
14,6,Jaleel White,36.9998,Safe,0.12575175994527266,0.11307554466531654
14,6,Roshon Fegan,27.9998,Safe,0.16032993585908667,0.11122389305666132
14,6,Melissa Gilbert,30.0,Safe,0.1335337099748075,0.10385349746765922
14,6,Donald Driver,33.9999,Safe,0.1399955573323849,0.12673561151800733
14,6,Gladys Knight,24.0,Eliminated,0.037154337135872406,0.031215636403476563
14,6,Katherine Jenkins,38.9999,Safe,0.12655430251996794,0.1036684593597279
14,6,Maria Menounos,29.999899999999997,Safe,0.14703277655771005,0.12106985753904313
14,7,William Levy,26.5,Safe,0.1580165077206811,0.12876679191545537
14,7,Jaleel White,25.5,Eliminated,0.04440368549581236,0.03613823643965669
14,7,Roshon Fegan,26.0,Safe,0.19341456747131647,0.1292759902460709
14,7,Melissa Gilbert,23.5,Safe,0.16774879251714886,0.10464036990321987
14,7,Donald Driver,26.5,Safe,0.1453200181120711,0.12233482250427107
14,7,Katherine Jenkins,27.0,Safe,0.14281751894855824,0.12085143502673576
14,7,Maria Menounos,28.5,Safe,0.14827890973441193,0.12657548552287562
14,8,William Levy,28.5,Safe,0.20154947253646446,0.13700605933991586
14,8,Roshon Fegan,28.0,Eliminated,0.030965536310263046,0.027198462229105054
14,8,Melissa Gilbert,25.5,Eliminated,0.09322864926746317,0.05884335200648896
14,8,Donald Driver,27.5,Safe,0.16929596227998914,0.1265813648628114
14,8,Katherine Jenkins,27.5,Safe,0.19798410134304892,0.13750302394432426
14,8,Maria Menounos,26.5,Safe,0.30697627826277113,0.12613269110166836
14,9,William Levy,29.0,Safe,0.15199428030108236,0.06034256103741577
14,9,Donald Driver,28.5,Safe,0.2682232280552644,0.07145360795179867
14,9,Katherine Jenkins,28.0,Safe,0.5060142577885588,0.12118698040103865
14,9,Maria Menounos,29.5,Eliminated,0.07376823385509435,0.05648668723702346
14,10,William Levy,29.666600000000003,Safe,0.34189349793066115,0.23638559704002443
14,10,Donald Driver,29.666600000000003,Safe,0.32653459236861515,0.2343711523592755
14,10,Katherine Jenkins,30.0,Safe,0.3315719097007241,0.2372097469724495
15,1,Gilles Marini,24.0,Safe,0.07921113012201132,0.07137063425147228
15,1,Sabrina Bryan,22.5,Safe,0.07736351866591012,0.0739483421773534
15,1,Kirstie Alley,19.0,Safe,0.09316982880251165,0.06368743684114664
15,1,Kelly Monaco,21.5,Safe,0.08805954044718438,0.07426616430038649
15,1,Apolo Anton Ohno,22.0,Safe,0.08108573000787209,0.07551042730683268
15,1,Emmitt Smith,24.5,Safe,0.07234164406944012,0.06458796413062375
15,1,Shawn Johnson,22.0,Safe,0.07500746150661212,0.07142919972551255
15,1,Pamela Anderson,17.0,Eliminated,0.019549449785653872,0.016674954934580533
15,1,Helio Castroneves,21.5,Safe,0.07949003399045995,0.0758959615935249
15,1,Joey Fatone,20.5,Safe,0.0788796103976329,0.0665889760921374
15,1,Drew Lachey,21.5,Safe,0.07813595278308517,0.07242936627287144
15,1,Bristol Palin,19.5,Safe,0.0966558594376373,0.07502327242219328
15,1,Melissa Rycroft,21.0,Safe,0.08105023998398911,0.07846847777270197
15,2,Gilles Marini,25.5,Safe,0.10108610541087462,0.09420785708862552
15,2,Sabrina Bryan,26.0,Safe,0.06162832809856,0.0638293813792342
15,2,Kirstie Alley,21.0,Safe,0.11054522365951672,0.06505694839299378
15,2,Kelly Monaco,22.0,Safe,0.11049264267425213,0.07515253691252306
15,2,Apolo Anton Ohno,24.5,Safe,0.0724799231758652,0.07000760096540837
15,2,Emmitt Smith,22.5,Safe,0.07182080509944988,0.06177838111209315
15,2,Shawn Johnson,25.0,Safe,0.07655045142898077,0.06835559304634867
