season,week,actual_eliminated,rank_eliminated,pct_eliminated,match_rank,match_pct,names,judge_ranks,fan_ranks,total_pct
8,9,"[""Lil' Kim""]",Lil' Kim,Lil' Kim,True,True,"['Gilles Marini' 'Ty Murray' 'Shawn Johnson' ""Lil' Kim"" 'Melissa Rycroft']",[2 5 2 4 1],[2 1 3 5 4],[0.22605331 0.21695994 0.21533337 0.13360791 0.20804547]
8,10,['Ty Murray'],Ty Murray,Ty Murray,True,True,['Gilles Marini' 'Ty Murray' 'Shawn Johnson' 'Melissa Rycroft'],[1 4 2 3],[3 4 2 1],[0.26948008 0.16468985 0.26346704 0.30236302]
8,11,[],Melissa Rycroft,Melissa Rycroft,False,False,['Gilles Marini' 'Shawn Johnson' 'Melissa Rycroft'],[2 1 3],[2 1 3],[0.33726222 0.34406866 0.31866912]
9,1,"['Ashley Hamiliton', 'Macy Gray']",Macy Gray,Macy Gray,True,True,"['Ashley Hamiliton' 'Debi Mazar' 'Melissa Joan Hart' 'Mark Dacascos'
 'Chuck Liddell' 'Natalie Coughlin' 'Louie Vito' 'Michael Irvin'
 'Joanna Krupa' 'Kathy Ireland' 'Tom DeLay' 'Macy Gray' 'Aaron Carter'
 'Mya' 'Donny Osmond' 'Kelly Osbourne']",[15 10  9  6 10  7  7 14  1 12 12 15  2  3  5  4],[15  8 13 11  6  5 10  1  9  2  3 16  7 12  4 14],"[0.03327238 0.05990064 0.05914521 0.06653783 0.06168298 0.06833229
 0.06566706 0.07262315 0.07435703 0.06384897 0.06329943 0.03047413
 0.07225298 0.06860338 0.07246068 0.06754184]"
9,2,['Kathy Ireland'],Kathy Ireland,Kathy Ireland,True,True,"['Debi Mazar' 'Melissa Joan Hart' 'Mark Dacascos' 'Chuck Liddell'
 'Natalie Coughlin' 'Louie Vito' 'Michael Irvin' 'Joanna Krupa'
 'Kathy Ireland' 'Tom DeLay' 'Aaron Carter' 'Mya' 'Donny Osmond'
 'Kelly Osbourne']",[ 4  9  4  9  4  9  7  7 13 13  1  1  3  9],[ 8  3  7  2  9  5 13 12 14  1 11  4 10  6],"[0.07268461 0.07249175 0.07352011 0.07256871 0.07225691 0.07064734
 0.06659318 0.06923174 0.03977059 0.07438208 0.08217709 0.08432588
 0.07884275 0.07050728]"
9,3,['Debi Mazar'],Debi Mazar,Debi Mazar,True,True,"['Debi Mazar' 'Melissa Joan Hart' 'Mark Dacascos' 'Chuck Liddell'
 'Natalie Coughlin' 'Louie Vito' 'Michael Irvin' 'Joanna Krupa'
 'Tom DeLay' 'Aaron Carter' 'Mya' 'Donny Osmond' 'Kelly Osbourne']",[10  8  9 10  2  6 13  3 12  4  1  4  6],[13  3  5  7  9  6  1  8  2 11 12  4 10],"[0.03948265 0.08073787 0.07579369 0.07308928 0.08860686 0.07894403
 0.08047028 0.08418718 0.07941938 0.07488348 0.08614999 0.08205221
 0.0761831 ]"
9,4,['Chuck Liddell'],Chuck Liddell,Chuck Liddell,True,True,"['Melissa Joan Hart' 'Mark Dacascos' 'Chuck Liddell' 'Natalie Coughlin'
 'Louie Vito' 'Michael Irvin' 'Joanna Krupa' 'Aaron Carter' 'Mya'
 'Donny Osmond' 'Kelly Osbourne']",[ 1  7  9  4 10 10  3  8  1  4  6],[ 8  4 11  6  3  2 10  1  5  7  9],"[0.10331933 0.09403947 0.04474595 0.09575486 0.08565672 0.08873762
 0.09701995 0.09743588 0.10576155 0.09527354 0.09225513]"
9,5,['Natalie Coughlin'],Natalie Coughlin,Natalie Coughlin,True,True,"['Melissa Joan Hart' 'Mark Dacascos' 'Natalie Coughlin' 'Louie Vito'
 'Michael Irvin' 'Joanna Krupa' 'Aaron Carter' 'Mya' 'Donny Osmond'
 'Kelly Osbourne']",[ 7  3  8  8 10  4  4  2  1  4],[ 4  6 10  2  1  8  7  5  3  9],"[0.10248152 0.10293191 0.05627067 0.10706333 0.11331237 0.09797405
 0.09832576 0.10903498 0.11589899 0.09670642]"
9,6,"['Melissa Joan Hart', 'Louie Vito']",Louie Vito,Louie Vito,True,True,"['Melissa Joan Hart' 'Mark Dacascos' 'Louie Vito' 'Michael Irvin'
 'Joanna Krupa' 'Aaron Carter' 'Mya' 'Donny Osmond' 'Kelly Osbourne']",[8 4 7 9 1 3 2 5 6],[8 3 9 1 6 7 5 4 2],"[0.06595453 0.13231131 0.060759   0.12250848 0.12773465 0.11288911
 0.12204111 0.12843864 0.12736317]"
9,7,"['Mark Dacascos', 'Michael Irvin']",Michael Irvin,Michael Irvin,True,True,"['Mark Dacascos' 'Michael Irvin' 'Joanna Krupa' 'Aaron Carter' 'Mya'
 'Donny Osmond' 'Kelly Osbourne']",[7 6 1 2 5 3 3],[6 7 5 4 1 2 3],"[0.09794582 0.09442706 0.15384864 0.15246089 0.18392067 0.16131258
 0.15608434]"
9,8,['Aaron Carter'],Aaron Carter,Aaron Carter,True,True,['Joanna Krupa' 'Aaron Carter' 'Mya' 'Donny Osmond' 'Kelly Osbourne'],[2 4 1 4 3],[3 5 4 2 1],[0.20417101 0.12858287 0.21471161 0.21958965 0.23294486]
9,9,['Joanna Krupa'],Joanna Krupa,Joanna Krupa,True,True,['Joanna Krupa' 'Mya' 'Donny Osmond' 'Kelly Osbourne'],[2 1 4 3],[4 3 1 2],[0.15834292 0.26831052 0.31155912 0.26178744]
9,10,[],Kelly Osbourne,Kelly Osbourne,False,False,['Mya' 'Donny Osmond' 'Kelly Osbourne'],[2 1 3],[1 3 2],[0.33950399 0.34137277 0.31912324]
10,1,[],Buzz Aldrin,Buzz Aldrin,False,False,"['Aiden Turner' 'Shannen Doherty' 'Niecy Nash' 'Buzz Aldrin'
 'Chad Ochocinco' 'Evan Lysacek' 'Pamela Anderson' 'Nicole Scherzinger'
 'Erin Andrews' 'Kate Gosselin' 'Jake Pavelka']",[10  6  6 11  6  2  3  1  3  9  5],[ 6  7  8 10  2  4  3  1 11  9  5],"[0.08145617 0.08844385 0.08826064 0.07777809 0.09024057 0.10101123
 0.09654205 0.1078897  0.0921751  0.08257136 0.09363124]"
10,2,['Shannen Doherty'],Shannen Doherty,Shannen Doherty,True,True,"['Aiden Turner' 'Shannen Doherty' 'Niecy Nash' 'Buzz Aldrin'
 'Chad Ochocinco' 'Evan Lysacek' 'Pamela Anderson' 'Nicole Scherzinger'
 'Erin Andrews' 'Kate Gosselin' 'Jake Pavelka']",[ 8  6  5 11  9  2  4  1  3 10  6],[ 6 11  2  1  4  8 10  9  7  3  5],"[0.08915332 0.050935   0.10934336 0.09668396 0.09286295 0.09645986
 0.08234147 0.09854571 0.09594523 0.09516006 0.09256909]"
10,3,['Buzz Aldrin'],Buzz Aldrin,Buzz Aldrin,True,True,"['Aiden Turner' 'Niecy Nash' 'Buzz Aldrin' 'Chad Ochocinco' 'Evan Lysacek'
 'Pamela Anderson' 'Nicole Scherzinger' 'Erin Andrews' 'Kate Gosselin'
 'Jake Pavelka']",[ 7  4 10  7  1  4  2  2  9  4],[ 3  6 10  2  5  8  4  7  1  9],"[0.1052503  0.10292774 0.04758981 0.109235   0.11534525 0.10224491
 0.11047237 0.10734454 0.098045   0.10154508]"
10,4,['Aiden Turner'],Aiden Turner,Aiden Turner,True,True,"['Aiden Turner' 'Niecy Nash' 'Chad Ochocinco' 'Evan Lysacek'
 'Pamela Anderson' 'Nicole Scherzinger' 'Erin Andrews' 'Kate Gosselin'
 'Jake Pavelka']",[8 7 4 1 3 2 5 9 6],[9 3 6 8 7 4 5 1 2],"[0.05761074 0.11411135 0.11638781 0.12626902 0.11979185 0.12787286
 0.11162618 0.1092811  0.11704909]"
10,5,['Kate Gosselin'],Kate Gosselin,Kate Gosselin,True,True,"['Niecy Nash' 'Chad Ochocinco' 'Evan Lysacek' 'Pamela Anderson'
 'Nicole Scherzinger' 'Erin Andrews' 'Kate Gosselin' 'Jake Pavelka']",[6 6 2 5 1 4 8 3],[1 2 4 7 6 5 8 3],"[0.12711359 0.1267189  0.14467483 0.1237807  0.14999279 0.13003299
 0.06401551 0.13367068]"
10,6,['Jake Pavelka'],Jake Pavelka,Jake Pavelka,True,True,"['Niecy Nash' 'Chad Ochocinco' 'Evan Lysacek' 'Pamela Anderson'
 'Nicole Scherzinger' 'Erin Andrews' 'Jake Pavelka']",[6 3 5 4 1 2 7],[1 6 2 3 5 4 7],"[0.16055901 0.14179715 0.15152734 0.15010772 0.15676494 0.1550531
 0.08419074]"
10,7,['Pamela Anderson'],Pamela Anderson,Pamela Anderson,True,True,"['Niecy Nash' 'Chad Ochocinco' 'Evan Lysacek' 'Pamela Anderson'
 'Nicole Scherzinger' 'Erin Andrews']",[6 3 1 4 1 4],[1 3 5 6 4 2],[0.19874528 0.17775584 0.16857279 0.10291505 0.17186549 0.18014555]
10,8,['Niecy Nash'],Niecy Nash,Niecy Nash,True,True,"['Niecy Nash' 'Chad Ochocinco' 'Evan Lysacek' 'Nicole Scherzinger'
 'Erin Andrews']",[5 4 2 1 2],[5 1 4 2 3],[0.12676262 0.23334509 0.20785044 0.22364197 0.20839988]
10,9,['Chad Ochocinco'],Chad Ochocinco,Chad Ochocinco,True,True,['Chad Ochocinco' 'Evan Lysacek' 'Nicole Scherzinger' 'Erin Andrews'],[4 1 1 3],[4 2 3 1],[0.17659716 0.25928863 0.25207921 0.312035  ]
10,10,[],Erin Andrews,Erin Andrews,False,False,['Evan Lysacek' 'Nicole Scherzinger' 'Erin Andrews'],[3 1 2],[1 2 3],[0.33423382 0.34200287 0.32376331]
11,1,['David Hasselhoff'],David Hasselhoff,David Hasselhoff,True,True,"['David Hasselhoff' 'Florence Henderson' 'Kyle Massey' 'Jennifer Grey'
 'Rick Fox' 'Kurt Warner' 'Margaret Cho' 'Michael Bolton' 'Brandy'
 'The Situation' 'Audrina Patridge' 'Bristol Palin']",[10  7  2  1  4  5 10  9  2 10  5  7],[12  9  6 10 11  8  1  3  5  4  2  7],"[0.04191715 0.08041029 0.09520822 0.09321485 0.08770374 0.08398037
 0.08374164 0.08452456 0.09539207 0.07926094 0.09181456 0.08283161]"
11,2,['Michael Bolton'],Michael Bolton,Michael Bolton,True,True,"['Florence Henderson' 'Kyle Massey' 'Jennifer Grey' 'Rick Fox'
 'Kurt Warner' 'Margaret Cho' 'Michael Bolton' 'Brandy' 'The Situation'
 'Audrina Patridge' 'Bristol Palin']",[ 8  3  1  5  5  9 11  5  9  2  3],[ 2  6 10  7  8  1 11  5  3  4  9],"[0.09458933 0.09692919 0.09801298 0.09457424 0.09379026 0.09525354
 0.04091593 0.09728065 0.09104515 0.10205328 0.09555544]"
11,3,['Margaret Cho'],Margaret Cho,Margaret Cho,True,True,"['Florence Henderson' 'Kyle Massey' 'Jennifer Grey' 'Rick Fox'
 'Kurt Warner' 'Margaret Cho' 'Brandy' 'The Situation' 'Audrina Patridge'
 'Bristol Palin']",[ 7  5  2  2  5 10  2  7  1  9],[ 3  5  6  9  4 10  8  2  7  1],"[0.0989941  0.10373263 0.10512129 0.10289508 0.10532012 0.05563981
 0.10409931 0.10567204 0.10894168 0.10958395]"
11,4,['The Situation'],The Situation,The Situation,True,True,"['Florence Henderson' 'Kyle Massey' 'Jennifer Grey' 'Rick Fox'
 'Kurt Warner' 'Brandy' 'The Situation' 'Audrina Patridge' 'Bristol Palin']",[6 4 1 5 7 2 9 3 8],[4 2 8 6 3 5 9 7 1],"[0.10972338 0.11732326 0.13432388 0.11321105 0.10894271 0.1267869
 0.05501667 0.12193772 0.11273444]"
11,5,['Florence Henderson'],Florence Henderson,Florence Henderson,True,True,"['Florence Henderson' 'Kyle Massey' 'Jennifer Grey' 'Rick Fox'
 'Kurt Warner' 'Brandy' 'Audrina Patridge' 'Bristol Palin']",[6 7 2 3 3 1 5 8],[8 3 6 7 4 5 2 1],"[0.0708007  0.12699577 0.13173243 0.12374258 0.13329926 0.13834814
 0.13751069 0.13757042]"
11,6,['Audrina Patridge'],Audrina Patridge,Audrina Patridge,True,True,"['Kyle Massey' 'Jennifer Grey' 'Rick Fox' 'Kurt Warner' 'Brandy'
 'Audrina Patridge' 'Bristol Palin']",[4 5 3 7 1 2 6],[3 4 5 1 6 7 2],"[0.15025569 0.12953144 0.10769593 0.2315215  0.11623428 0.08306468
 0.18169648]"
11,7,['Rick Fox'],Rick Fox,Rick Fox,True,True,"['Kyle Massey' 'Jennifer Grey' 'Rick Fox' 'Kurt Warner' 'Brandy'
 'Bristol Palin']",[5 1 4 3 1 6],[3 5 6 2 4 1],[0.17300572 0.17150466 0.10071797 0.18072    0.17610071 0.19795093]
11,8,['Kurt Warner'],Kurt Warner,Kurt Warner,True,True,['Kyle Massey' 'Jennifer Grey' 'Kurt Warner' 'Brandy' 'Bristol Palin'],[3 1 4 1 5],[1 4 5 3 2],[0.24279128 0.20315386 0.12216272 0.21099088 0.22090126]
11,9,['Brandy'],Brandy,Brandy,True,True,['Kyle Massey' 'Jennifer Grey' 'Brandy' 'Bristol Palin'],[2 1 3 4],[1 3 4 2],[0.29212339 0.26240083 0.16766245 0.27781333]
11,10,[],Bristol Palin,Bristol Palin,False,False,['Kyle Massey' 'Jennifer Grey' 'Bristol Palin'],[2 1 3],[2 1 3],[0.33003878 0.35115868 0.31880254]
12,1,[],Sugar Ray Leonard,Mike Catherwood,False,False,"['Ralph Macchio' 'Chelsea Kane' 'Kirstie Alley' 'Hines Ward'
 'Sugar Ray Leonard' 'Chris Jericho' 'Petra Nemcova' 'Mike Catherwood'
 'Romeo' 'Wendy Williams' 'Kendra Wilkinson']",[ 1  3  2  3  9  5  7 11  5 10  7],[10  3  9  5 11  7  6  2  8  4  1],"[0.1017384  0.09711498 0.09967648 0.09701253 0.08401737 0.09089405
 0.08896156 0.07785053 0.09059967 0.08013685 0.09199757]"
12,2,['Mike Catherwood'],Mike Catherwood,Mike Catherwood,True,True,"['Ralph Macchio' 'Chelsea Kane' 'Kirstie Alley' 'Hines Ward'
 'Sugar Ray Leonard' 'Chris Jericho' 'Petra Nemcova' 'Mike Catherwood'
 'Romeo' 'Wendy Williams' 'Kendra Wilkinson']",[4 7 5 1 9 1 7 9 1 9 6],[ 2  6  9  8  4 10  5 11  7  3  1],"[0.10149597 0.09070157 0.09109774 0.10132833 0.09049159 0.09445423
 0.09217888 0.04772141 0.10169787 0.09092983 0.09790258]"
12,3,['Wendy Williams'],Wendy Williams,Wendy Williams,True,True,"['Ralph Macchio' 'Chelsea Kane' 'Kirstie Alley' 'Hines Ward'
 'Sugar Ray Leonard' 'Chris Jericho' 'Petra Nemcova' 'Romeo'
 'Wendy Williams' 'Kendra Wilkinson']",[ 5  3  5  1  8  5  1  8 10  3],[ 8  9  5  3  2  6  7  1 10  4],"[0.09902608 0.10041505 0.10175305 0.11266462 0.10681288 0.10169483
 0.10853093 0.11018757 0.05210205 0.10681293]"
12,4,['Sugar Ray Leonard'],Sugar Ray Leonard,Sugar Ray Leonard,True,True,"['Ralph Macchio' 'Chelsea Kane' 'Kirstie Alley' 'Hines Ward'
 'Sugar Ray Leonard' 'Chris Jericho' 'Petra Nemcova' 'Romeo'
 'Kendra Wilkinson']",[2 1 7 2 8 4 4 4 9],[5 3 2 8 9 7 4 6 1],"[0.12021425 0.12349316 0.12256775 0.11518212 0.06529077 0.11077612
 0.11589194 0.11259537 0.11398852]"
12,5,['Petra Nemcova'],Petra Nemcova,Petra Nemcova,True,True,"['Ralph Macchio' 'Chelsea Kane' 'Kirstie Alley' 'Hines Ward'
 'Chris Jericho' 'Petra Nemcova' 'Romeo' 'Kendra Wilkinson']",[6 2 5 1 2 6 2 6],[1 6 3 4 5 8 7 2],"[0.13768304 0.12548999 0.13650931 0.13660427 0.13064317 0.07224058
 0.12471161 0.13611802]"
12,6,['Chris Jericho'],Chris Jericho,Chris Jericho,True,True,"['Ralph Macchio' 'Chelsea Kane' 'Kirstie Alley' 'Hines Ward'
 'Chris Jericho' 'Romeo' 'Kendra Wilkinson']",[6 1 4 3 7 1 5],[1 6 3 2 7 5 4],"[0.15850209 0.14399752 0.15491086 0.1582425  0.08399929 0.14845949
 0.15188825]"
12,7,['Kendra Wilkinson'],Kendra Wilkinson,Kendra Wilkinson,True,True,"['Ralph Macchio' 'Chelsea Kane' 'Kirstie Alley' 'Hines Ward' 'Romeo'
 'Kendra Wilkinson']",[1 3 5 1 5 4],[5 2 1 4 3 6],[0.16915739 0.18636123 0.18950415 0.17139984 0.18065393 0.10292345]
12,8,['Romeo'],Romeo,Romeo,True,True,['Ralph Macchio' 'Chelsea Kane' 'Kirstie Alley' 'Hines Ward' 'Romeo'],[5 1 3 2 4],[1 3 2 4 5],[0.22557685 0.21036174 0.23501507 0.20059531 0.12845103]
12,9,['Ralph Macchio'],Ralph Macchio,Ralph Macchio,True,True,['Ralph Macchio' 'Chelsea Kane' 'Kirstie Alley' 'Hines Ward'],[4 1 3 2],[4 3 1 2],[0.15921993 0.27658507 0.29879924 0.26539576]
12,10,[],Kirstie Alley,Kirstie Alley,False,False,['Chelsea Kane' 'Kirstie Alley' 'Hines Ward'],[1 3 1],[1 2 3],[0.33804547 0.32633534 0.33561918]
13,1,['Metta World Peace (Ron)'],Metta World Peace (Ron),Metta World Peace (Ron),True,True,"['Elisabetta Canalis' 'David Arquette' 'Ricki Lake' 'J.R. Martinez'
 'Metta World Peace (Ron)' 'Hope Solo' 'Chynna Phillips'
 'Kristin Cavallari' 'Carson Kressley' 'Chaz Bono' 'Nancy Grace'
 'Rob Kardashian']",[11  6  4  1 12  3  1  5  7  7  9  9],[ 1  7  8 11 12  4  5  9 10  6  3  2],"[0.08983297 0.0843147  0.08771591 0.09090307 0.04338843 0.09325243
 0.09480647 0.08453796 0.07955422 0.08311173 0.08178531 0.0867968 ]"
13,2,['Elisabetta Canalis'],Elisabetta Canalis,Elisabetta Canalis,True,True,"['Elisabetta Canalis' 'David Arquette' 'Ricki Lake' 'J.R. Martinez'
 'Hope Solo' 'Chynna Phillips' 'Kristin Cavallari' 'Carson Kressley'
 'Chaz Bono' 'Nancy Grace' 'Rob Kardashian']",[ 4  9  1  2  8  4  2  9 11  4  4],[11  4  3  8  6  7  5  2  1 10  9],"[0.04779035 0.10131807 0.12819763 0.06891598 0.06747497 0.06800103
 0.09448768 0.1458782  0.16512964 0.05463055 0.05817592]"
13,3,['Kristin Cavallari'],Kristin Cavallari,Kristin Cavallari,True,True,"['David Arquette' 'Ricki Lake' 'J.R. Martinez' 'Hope Solo'
 'Chynna Phillips' 'Kristin Cavallari' 'Carson Kressley' 'Chaz Bono'
 'Nancy Grace' 'Rob Kardashian']",[ 4  1  2  4  2  4  8 10  9  4],[ 7  6  3  9  5 10  4  1  2  8],"[0.09099843 0.097971   0.11092087 0.08307846 0.09824524 0.05534136
 0.10218706 0.15172567 0.1231978  0.0863341 ]"
13,4,['Chynna Phillips'],Chynna Phillips,Chynna Phillips,True,True,"['David Arquette' 'Ricki Lake' 'J.R. Martinez' 'Hope Solo'
 'Chynna Phillips' 'Carson Kressley' 'Chaz Bono' 'Nancy Grace'
 'Rob Kardashian']",[5 1 2 3 6 9 6 6 3],[5 4 7 6 9 1 2 3 8],"[0.1099365  0.12581023 0.11162927 0.11181535 0.06050338 0.14130797
 0.1216904  0.11174615 0.10556074]"
13,5,['Carson Kressley'],Carson Kressley,Carson Kressley,True,True,"['David Arquette' 'Ricki Lake' 'J.R. Martinez' 'Hope Solo'
 'Carson Kressley' 'Chaz Bono' 'Nancy Grace' 'Rob Kardashian']",[2 4 1 4 8 7 6 2],[4 3 6 5 8 1 2 7],"[0.13240232 0.13220266 0.1365241  0.12956952 0.07202574 0.13797914
 0.13232132 0.12697521]"
13,6,['Chaz Bono'],Chaz Bono,Chaz Bono,True,True,"['David Arquette' 'Ricki Lake' 'J.R. Martinez' 'Hope Solo' 'Chaz Bono'
 'Nancy Grace' 'Rob Kardashian']",[4 1 1 6 7 3 5],[3 4 5 1 7 6 2],"[0.14867947 0.16495208 0.1589529  0.15089085 0.08031855 0.14328077
 0.15292538]"
13,7,['David Arquette'],David Arquette,David Arquette,True,True,"['David Arquette' 'Ricki Lake' 'J.R. Martinez' 'Hope Solo' 'Nancy Grace'
 'Rob Kardashian']",[5 1 4 3 6 2],[6 4 2 3 1 5],[0.10380757 0.1774257  0.18665776 0.17784937 0.18473034 0.16952926]
13,8,['Nancy Grace'],Nancy Grace,Nancy Grace,True,True,['Ricki Lake' 'J.R. Martinez' 'Hope Solo' 'Nancy Grace' 'Rob Kardashian'],[2 1 2 5 4],[4 2 3 5 1],[0.20259695 0.21827271 0.20280658 0.13110671 0.24521706]
13,9,['Hope Solo'],Hope Solo,Hope Solo,True,True,['Ricki Lake' 'J.R. Martinez' 'Hope Solo' 'Rob Kardashian'],[1 3 4 2],[3 1 4 2],[0.26983415 0.29897126 0.15846982 0.27272477]
13,10,[],Ricki Lake,Ricki Lake,False,False,['Ricki Lake' 'J.R. Martinez' 'Rob Kardashian'],[3 2 1],[3 2 1],[0.33034476 0.33316495 0.33649029]
14,1,[],Gavin DeGraw,Gavin DeGraw,False,False,"['William Levy' 'Jack Wagner' 'Sherri Sheperd' 'Jaleel White'
 'Roshon Fegan' 'Melissa Gilbert' 'Martina Navratilova' 'Donald Driver'
 'Gavin DeGraw' 'Gladys Knight' 'Katherine Jenkins' 'Maria Menounos']",[ 3  4  4  1  4 10 10  8 10  4  1  8],[12  4  8 10  6  3  1  9 11  7  5  2],"[0.08401663 0.08522516 0.08386667 0.08827988 0.08481897 0.07993138
 0.08065657 0.07961082 0.07664153 0.08456078 0.0904585  0.08193311]"
14,2,['Martina Navratilova'],Martina Navratilova,Martina Navratilova,True,True,"['William Levy' 'Jack Wagner' 'Sherri Sheperd' 'Jaleel White'
 'Roshon Fegan' 'Melissa Gilbert' 'Martina Navratilova' 'Donald Driver'
 'Gavin DeGraw' 'Gladys Knight' 'Katherine Jenkins' 'Maria Menounos']",[ 3  8  6  7  1 10 12  5  8 11  1  3],[ 4  9  6  8  7  2 12 10  5  1 11  3],"[0.09135461 0.08116322 0.08650038 0.08345219 0.09121528 0.08545664
 0.04299177 0.0865504  0.08326714 0.08781357 0.08722106 0.09301373]"
14,3,['Jack Wagner'],Jack Wagner,Jack Wagner,True,True,"['William Levy' 'Jack Wagner' 'Sherri Sheperd' 'Jaleel White'
 'Roshon Fegan' 'Melissa Gilbert' 'Donald Driver' 'Gavin DeGraw'
 'Gladys Knight' 'Katherine Jenkins' 'Maria Menounos']",[2 7 7 5 5 7 4 7 7 1 3],[ 3 11  8  6  7  1  9 10  2  5  4],"[0.10146506 0.05052745 0.08876635 0.09347309 0.09266331 0.0985853
 0.09118172 0.08710159 0.09800948 0.10073491 0.09749174]"
14,4,['Sherri Sheperd'],Sherri Sheperd,Sherri Sheperd,True,True,"['William Levy' 'Sherri Sheperd' 'Jaleel White' 'Roshon Fegan'
 'Melissa Gilbert' 'Donald Driver' 'Gavin DeGraw' 'Gladys Knight'
 'Katherine Jenkins' 'Maria Menounos']",[ 6  9  6  2  6  1  5 10  4  2],[ 3 10  4  2  5  9  8  1  6  7],"[0.10152159 0.0576032  0.10113435 0.11219345 0.10054024 0.10775545
 0.10000286 0.10582906 0.10460983 0.10880996]"
14,5,['Gavin DeGraw'],Gavin DeGraw,Gavin DeGraw,True,True,"['William Levy' 'Jaleel White' 'Roshon Fegan' 'Melissa Gilbert'
 'Donald Driver' 'Gavin DeGraw' 'Gladys Knight' 'Katherine Jenkins'
 'Maria Menounos']",[1 6 5 8 3 9 7 1 3],[8 3 5 1 7 9 2 6 4],"[0.11688401 0.11725033 0.11530851 0.11968883 0.11555371 0.06039422
 0.11325148 0.12090673 0.12076218]"
14,6,['Gladys Knight'],Gladys Knight,Gladys Knight,True,True,"['William Levy' 'Jaleel White' 'Roshon Fegan' 'Melissa Gilbert'
 'Donald Driver' 'Gladys Knight' 'Katherine Jenkins' 'Maria Menounos']",[3 2 7 5 4 8 1 6],[5 7 1 4 3 8 6 2],"[0.13459144 0.13458111 0.13442829 0.12490655 0.13588924 0.06508892
 0.13885856 0.13165589]"
14,7,['Jaleel White'],Jaleel White,Jaleel White,True,True,"['William Levy' 'Jaleel White' 'Roshon Fegan' 'Melissa Gilbert'
 'Donald Driver' 'Katherine Jenkins' 'Maria Menounos']",[3 6 5 7 3 2 1],[3 7 1 2 5 6 4],"[0.15121534 0.09168413 0.16755197 0.14790709 0.14486709 0.14497824
 0.15179613]"
14,8,"['Roshon Fegan', 'Melissa Gilbert']",Melissa Gilbert,Roshon Fegan,True,True,"['William Levy' 'Roshon Fegan' 'Melissa Gilbert' 'Donald Driver'
 'Katherine Jenkins' 'Maria Menounos']",[1 2 6 3 3 5],[2 6 5 4 3 1],[0.1879307  0.10110968 0.12459598 0.16874584 0.18308991 0.23452789]
14,9,['Maria Menounos'],Maria Menounos,Maria Menounos,True,True,['William Levy' 'Donald Driver' 'Katherine Jenkins' 'Maria Menounos'],[2 3 4 1],[3 2 1 4],[0.2020841  0.25802466 0.37474626 0.16514499]
14,10,[],Donald Driver,Donald Driver,False,False,['William Levy' 'Donald Driver' 'Katherine Jenkins'],[2 2 1],[1 3 2],[0.3369914  0.32931195 0.33369665]
15,1,['Pamela Anderson'],Pamela Anderson,Pamela Anderson,True,True,"['Gilles Marini' 'Sabrina Bryan' 'Kirstie Alley' 'Kelly Monaco'
 'Apolo Anton Ohno' 'Emmitt Smith' 'Shawn Johnson' 'Pamela Anderson'
 'Helio Castroneves' 'Joey Fatone' 'Drew Lachey' 'Bristol Palin'
 'Melissa Rycroft']",[ 2  3 12  6  4  1  4 13  6 10  6 11  9],[ 7 10  2  3  4 12 11 13  6  8  9  1  5],"[0.0830052  0.07936892 0.08094296 0.08290861 0.08032587 0.08047462
 0.07728673 0.04051614 0.07862386 0.07651033 0.07794682 0.08359014
 0.0784998 ]"
15,2,['Joey Fatone'],Joey Fatone,Joey Fatone,True,True,"['Gilles Marini' 'Sabrina Bryan' 'Kirstie Alley' 'Kelly Monaco'
 'Apolo Anton Ohno' 'Emmitt Smith' 'Shawn Johnson' 'Helio Castroneves'
 'Joey Fatone' 'Drew Lachey' 'Bristol Palin' 'Melissa Rycroft']",[ 2  1 11 10  4  7  3  6  7  7 12  5],[ 5 11  2  3  9 10  7  4 12  8  1  6],"[0.0967387  0.07791561 0.09331609 0.09510139 0.08062402 0.07667127
 0.08356508 0.09598182 0.04525796 0.07730739 0.094462   0.08305864]"
15,3,"['Helio Castroneves', 'Drew Lachey']",Drew Lachey,Helio Castroneves,True,True,"['Gilles Marini' 'Sabrina Bryan' 'Kirstie Alley' 'Kelly Monaco'
 'Apolo Anton Ohno' 'Emmitt Smith' 'Shawn Johnson' 'Helio Castroneves'
 'Drew Lachey' 'Bristol Palin' 'Melissa Rycroft']",[ 4  4  9  1  4  8  3  4  9 11  1],[ 9  5  6  8  4  1  3 11 10  2  7],"[0.06953254 0.10194636 0.0924228  0.08231065 0.10393164 0.12691122
 0.11150504 0.04847168 0.05667381 0.11508929 0.09120497]"
15,4,['Bristol Palin'],Bristol Palin,Bristol Palin,True,True,"['Gilles Marini' 'Sabrina Bryan' 'Kirstie Alley' 'Kelly Monaco'
 'Apolo Anton Ohno' 'Emmitt Smith' 'Shawn Johnson' 'Bristol Palin'
 'Melissa Rycroft']",[1 6 9 3 7 5 1 8 4],[6 2 1 7 3 8 4 9 5],"[0.1192625  0.12237171 0.11432489 0.11561056 0.1178744  0.11105498
 0.12132185 0.06216039 0.11601873]"
