season,week,name,score,status,industry,age,est_vote_share,est_vote_std,method_used,is_consistent,certainty_score
10,4,Jake Pavelka,25.333333333333332,Safe,TV Personality,32,0.102218204890448,0.05608221839560084,Percentage,True,0.7696239175154198
10,5,Niecy Nash,24.0,Safe,Actor/Actress,40,0.12349881696755632,0.06375983741356467,Percentage,True,0.7418394518763998
10,5,Chad Ochocinco,24.0,Safe,Athlete,32,0.14563077350193362,0.07087876544317423,Percentage,True,0.7418394518763998
10,5,Evan Lysacek,36.0,Safe,Athlete,24,0.17752226587239406,0.0814167577328519,Percentage,True,0.7418394518763998
10,5,Pamela Anderson,28.0,Safe,Model,42,0.09313293517831076,0.060096332065379794,Percentage,True,0.7418394518763998
10,5,Nicole Scherzinger,38.666666666666664,Safe,Singer/Rapper,31,0.18150464077738962,0.08227406386832428,Percentage,True,0.7418394518763998
10,5,Erin Andrews,29.333333333333332,Safe,Sports Broadcaster,32,0.11646605955888382,0.0676815498031123,Percentage,True,0.7418394518763998
10,5,Kate Gosselin,20.0,Eliminated,TV Personality,35,0.044777348691748965,0.023082825096836204,Percentage,True,0.7418394518763998
10,5,Jake Pavelka,30.666666666666664,Safe,TV Personality,32,0.11746715945178304,0.06713096482395717,Percentage,True,0.7418394518763998
10,6,Niecy Nash,34.666399999999996,Safe,Actor/Actress,40,0.1400934239733483,0.06990447027602822,Percentage,True,0.7242354714720933
10,6,Chad Ochocinco,41.33319999999999,Safe,Athlete,32,0.17201251011959595,0.08107924696487837,Percentage,True,0.7242354714720933
10,6,Evan Lysacek,36.0,Safe,Athlete,24,0.17993616492147696,0.0806622612533133,Percentage,True,0.7242354714720933
10,6,Pamela Anderson,39.99973333333333,Safe,Model,42,0.11092935388546728,0.0635353170787683,Percentage,True,0.7242354714720933
10,6,Nicole Scherzinger,47.99986666666666,Safe,Singer/Rapper,31,0.20533964758094642,0.08813790301448965,Percentage,True,0.7242354714720933
10,6,Erin Andrews,45.33333333333333,Safe,Sports Broadcaster,32,0.1427315162479872,0.07417071996670571,Percentage,True,0.7242354714720933
10,6,Jake Pavelka,33.33319999999999,Eliminated,TV Personality,32,0.0489573832711773,0.025098006369653043,Percentage,True,0.7242354714720933
10,7,Niecy Nash,32.666666666666664,Safe,Actor/Actress,40,0.15273854165617348,0.07025356929364689,Percentage,True,0.7142166958405647
10,7,Chad Ochocinco,34.666666666666664,Safe,Athlete,32,0.19706737058337193,0.08279934434296383,Percentage,True,0.7142166958405647
10,7,Evan Lysacek,36.0,Safe,Athlete,24,0.2163451719428126,0.08759147292219967,Percentage,True,0.7142166958405647
10,7,Pamela Anderson,34.0,Eliminated,Model,42,0.05255392848722438,0.027324238755953828,Percentage,True,0.7142166958405647
10,7,Nicole Scherzinger,36.0,Safe,Singer/Rapper,31,0.22602191328272572,0.08850551941462032,Percentage,True,0.7142166958405647
10,7,Erin Andrews,34.0,Safe,Sports Broadcaster,32,0.15527307404769136,0.07220081150976851,Percentage,True,0.7142166958405647
10,8,Niecy Nash,28.666666666666664,Eliminated,Actor/Actress,40,0.09079306490517375,0.039465256760773795,Percentage,True,0.6826070051283304
10,8,Chad Ochocinco,30.0,Safe,Athlete,32,0.22182173967032023,0.08427440712958648,Percentage,True,0.6826070051283304
10,8,Evan Lysacek,35.33333333333333,Safe,Athlete,24,0.23752313214983614,0.0921389530769275,Percentage,True,0.6826070051283304
10,8,Nicole Scherzinger,39.33333333333333,Safe,Singer/Rapper,31,0.2659788286610573,0.09945715803752823,Percentage,True,0.6826070051283304
10,8,Erin Andrews,35.33333333333333,Safe,Sports Broadcaster,32,0.183883234613613,0.08140546858477093,Percentage,True,0.6826070051283304
10,9,Chad Ochocinco,34.666666666666664,Eliminated,Athlete,32,0.13708275107975304,0.04784323411504382,Percentage,True,0.6625549869168541
10,9,Evan Lysacek,39.33333333333333,Safe,Athlete,24,0.30255152813078184,0.09905714836591877,Percentage,True,0.6625549869168541
10,9,Nicole Scherzinger,39.33333333333333,Safe,Singer/Rapper,31,0.3172649336821155,0.10541183494290014,Percentage,True,0.6625549869168541
10,9,Erin Andrews,37.33333333333333,Safe,Sports Broadcaster,32,0.24310078710734906,0.08513279565928313,Percentage,True,0.6625549869168541
10,10,Evan Lysacek,35.85159999999999,Safe,Athlete,24,0.3354502727365139,0.12291820476425301,Percentage,True,0.5125077459368497
10,10,Nicole Scherzinger,38.370266666666666,Safe,Singer/Rapper,31,0.40927765323358345,0.12901719176874837,Percentage,True,0.5125077459368497
10,10,Erin Andrews,35.99973333333333,Safe,Sports Broadcaster,32,0.25527207402990343,0.11368379401436136,Percentage,True,0.5125077459368497
11,1,David Hasselhoff,20.0,Eliminated,Actor/Actress,58,0.017977125956819537,0.011079935294681521,Percentage,True,0.7895243418086078
11,1,Florence Henderson,24.0,Safe,Actor/Actress,76,0.08451418550218034,0.05604648539957118,Percentage,True,0.7895243418086078
11,1,Kyle Massey,30.666666666666664,Safe,Actor/Actress,19,0.11547797009734867,0.06560498479209882,Percentage,True,0.7895243418086078
11,1,Jennifer Grey,32.0,Safe,Actor/Actress,50,0.10426171855782837,0.062175084410978826,Percentage,True,0.7895243418086078
11,1,Rick Fox,29.333333333333332,Safe,Athlete,41,0.09987992381993574,0.061816023721388745,Percentage,True,0.7895243418086078
11,1,Kurt Warner,25.333333333333332,Safe,Athlete,39,0.08908644714293372,0.05798001843631245,Percentage,True,0.7895243418086078
11,1,Margaret Cho,20.0,Safe,Comedian,41,0.06517705040122224,0.04550825884048334,Percentage,True,0.7895243418086078
11,1,Michael Bolton,21.333333333333332,Safe,Singer/Rapper,57,0.08058974280106192,0.05257842940896688,Percentage,True,0.7895243418086078
11,1,Brandy,30.666666666666664,Safe,Singer/Rapper,31,0.1154899061489142,0.06442482763102808,Percentage,True,0.7895243418086078
11,1,The Situation,20.0,Safe,TV Personality,28,0.07229846684204622,0.04734105270683818,Percentage,True,0.7895243418086078
11,1,Audrina Patridge,25.333333333333332,Safe,TV Personality,25,0.07822731986343001,0.054429161586062175,Percentage,True,0.7895243418086078
11,1,Bristol Palin,24.0,Safe,TV Personality,19,0.0770201428662789,0.052442712345766695,Percentage,True,0.7895243418086078
11,2,Florence Henderson,25.333333333333332,Safe,Actor/Actress,76,0.09427600034092547,0.0539444938812957,Percentage,True,0.7889632319773681
11,2,Kyle Massey,29.333333333333332,Safe,Actor/Actress,19,0.11915062753013721,0.06357386525825329,Percentage,True,0.7889632319773681
11,2,Jennifer Grey,32.0,Safe,Actor/Actress,50,0.10825423638370334,0.059592619306859426,Percentage,True,0.7889632319773681
11,2,Rick Fox,28.0,Safe,Athlete,41,0.09946362116005332,0.05686548724526071,Percentage,True,0.7889632319773681
11,2,Kurt Warner,28.0,Safe,Athlete,39,0.09798602434460099,0.05624364420848034,Percentage,True,0.7889632319773681
11,2,Margaret Cho,24.0,Safe,Comedian,41,0.0679423920482842,0.04611729491364776,Percentage,True,0.7889632319773681
11,2,Michael Bolton,16.0,Eliminated,Singer/Rapper,57,0.03317324715550982,0.01740079710465548,Percentage,True,0.7889632319773681
11,2,Brandy,28.0,Safe,Singer/Rapper,31,0.1155847813166462,0.06222935505226355,Percentage,True,0.7889632319773681
11,2,The Situation,24.0,Safe,TV Personality,28,0.08175587225160388,0.05179587058950668,Percentage,True,0.7889632319773681
11,2,Audrina Patridge,30.666666666666664,Safe,TV Personality,25,0.09329488295113002,0.05781682320447005,Percentage,True,0.7889632319773681
11,2,Bristol Palin,29.333333333333332,Safe,TV Personality,19,0.0891183145174051,0.05477086129754491,Percentage,True,0.7889632319773681
11,3,Florence Henderson,26.666666666666664,Safe,Actor/Actress,76,0.09802632638810414,0.05738738359282323,Percentage,True,0.7746395770271615
11,3,Kyle Massey,30.666666666666664,Safe,Actor/Actress,19,0.12945423601684844,0.06676078645505533,Percentage,True,0.7746395770271615
11,3,Jennifer Grey,32.0,Safe,Actor/Actress,50,0.11670981599509696,0.06437696999360726,Percentage,True,0.7746395770271615
11,3,Rick Fox,32.0,Safe,Athlete,41,0.11058234532743946,0.06254355280306105,Percentage,True,0.7746395770271615
11,3,Kurt Warner,30.666666666666664,Safe,Athlete,39,0.10881105132573976,0.061432635842082535,Percentage,True,0.7746395770271615
11,3,Margaret Cho,24.0,Eliminated,Comedian,41,0.022314763953409453,0.015289256825502449,Percentage,True,0.7746395770271615
11,3,Brandy,32.0,Safe,Singer/Rapper,31,0.1342609116714977,0.06753979468690954,Percentage,True,0.7746395770271615
11,3,The Situation,26.666666666666664,Safe,TV Personality,28,0.0848132438258857,0.053192626011449716,Percentage,True,0.7746395770271615
11,3,Audrina Patridge,34.666666666666664,Safe,TV Personality,25,0.10807017363925299,0.06174730845892755,Percentage,True,0.7746395770271615
11,3,Bristol Palin,25.333333333333332,Safe,TV Personality,19,0.08695713185672495,0.0531307427626777,Percentage,True,0.7746395770271615
11,4,Florence Henderson,23.333333333333332,Safe,Actor/Actress,76,0.10899856417836049,0.06183774275164058,Percentage,True,0.760066885565579
11,4,Kyle Massey,26.666666666666664,Safe,Actor/Actress,19,0.13787117904604967,0.06848848886920628,Percentage,True,0.760066885565579
11,4,Jennifer Grey,37.33333333333333,Safe,Actor/Actress,50,0.13510485474814865,0.06975282748392791,Percentage,True,0.760066885565579
11,4,Rick Fox,26.0,Safe,Athlete,41,0.11861094315971699,0.0651578453729135,Percentage,True,0.760066885565579
11,4,Kurt Warner,22.666666666666664,Safe,Athlete,39,0.11167099175947114,0.0630461688132868,Percentage,True,0.760066885565579
11,4,Brandy,32.0,Safe,Singer/Rapper,31,0.14687052729173256,0.0725697649584571,Percentage,True,0.760066885565579
11,4,The Situation,18.666666666666664,Eliminated,TV Personality,28,0.03544830449751435,0.02005820811525201,Percentage,True,0.760066885565579
11,4,Audrina Patridge,30.666666666666664,Safe,TV Personality,25,0.10951753478734293,0.06403352728923135,Percentage,True,0.760066885565579
11,4,Bristol Palin,21.333333333333332,Safe,TV Personality,19,0.0959071005316632,0.05490493382353172,Percentage,True,0.760066885565579
11,5,Florence Henderson,28.0,Eliminated,Actor/Actress,76,0.04189229422958387,0.019379412148984816,Percentage,True,0.7609709899383628
11,5,Kyle Massey,26.666666666666664,Safe,Actor/Actress,19,0.14919614136192103,0.06754327927339028,Percentage,True,0.7609709899383628
11,5,Jennifer Grey,33.33333333333333,Safe,Actor/Actress,50,0.14240893540844998,0.0706239202795025,Percentage,True,0.7609709899383628
11,5,Rick Fox,32.0,Safe,Athlete,41,0.1317480480952651,0.0661420748966883,Percentage,True,0.7609709899383628
11,5,Kurt Warner,32.0,Safe,Athlete,39,0.12994610540067,0.0651766266306735,Percentage,True,0.7609709899383628
11,5,Brandy,36.0,Safe,Singer/Rapper,31,0.16562000260595927,0.07665165410577732,Percentage,True,0.7609709899383628
11,5,Audrina Patridge,30.666666666666664,Safe,TV Personality,25,0.1199509956004246,0.060076088022312374,Percentage,True,0.7609709899383628
11,5,Bristol Palin,24.0,Safe,TV Personality,19,0.11923747729772712,0.05246496476594524,Percentage,True,0.7609709899383628
11,6,Kyle Massey,39.99986666666666,Safe,Actor/Actress,19,0.16890912661324273,0.07227167691063147,Percentage,True,0.7609200379234774
11,6,Jennifer Grey,38.666666666666664,Safe,Actor/Actress,50,0.15477721900675795,0.06572024958665737,Percentage,True,0.7609200379234774
11,6,Rick Fox,40.0,Safe,Athlete,41,0.1486777014517596,0.06542512873278925,Percentage,True,0.7609200379234774
11,6,Kurt Warner,29.333199999999998,Safe,Athlete,39,0.16235075316516767,0.057571842948282305,Percentage,True,0.7609200379234774
11,6,Brandy,47.99986666666666,Safe,Singer/Rapper,31,0.1818576247735629,0.07928410191759304,Percentage,True,0.7609200379234774
11,6,Audrina Patridge,42.666399999999996,Eliminated,TV Personality,25,0.04395346062574768,0.019317101786135354,Percentage,True,0.7609200379234774
11,6,Bristol Palin,37.33306666666667,Safe,TV Personality,19,0.1394741143637619,0.05879983175182573,Percentage,True,0.7609200379234774
11,7,Kyle Massey,33.5,Safe,Actor/Actress,19,0.18872169539007178,0.0743736268382032,Percentage,True,0.7295986380423247
11,7,Jennifer Grey,36.5,Safe,Actor/Actress,50,0.19250945663803076,0.08065550650692474,Percentage,True,0.7295986380423247
11,7,Rick Fox,34.5,Eliminated,Athlete,41,0.06652251598496058,0.0265568199742798,Percentage,True,0.7295986380423247
11,7,Kurt Warner,35.0,Safe,Athlete,39,0.17808595825501383,0.07430183770661646,Percentage,True,0.7295986380423247
11,7,Brandy,36.5,Safe,Singer/Rapper,31,0.21672552767065456,0.0850239052240495,Percentage,True,0.7295986380423247
11,7,Bristol Palin,32.5,Safe,TV Personality,19,0.15743484606126731,0.06469034668643922,Percentage,True,0.7295986380423247
11,8,Kyle Massey,37.33333333333333,Safe,Actor/Actress,19,0.23559164590271356,0.08973188665897211,Percentage,True,0.6902451855519731
11,8,Jennifer Grey,38.0,Safe,Actor/Actress,50,0.23001371253805752,0.08981388337407731,Percentage,True,0.6902451855519731
11,8,Kurt Warner,32.0,Eliminated,Athlete,39,0.0916456258347681,0.037125911093828394,Percentage,True,0.6902451855519731
11,8,Brandy,38.0,Safe,Singer/Rapper,31,0.2534632611017935,0.09663362776483772,Percentage,True,0.6902451855519731
11,8,Bristol Palin,31.333333333333332,Safe,TV Personality,19,0.18928575462266742,0.07388820916831812,Percentage,True,0.6902451855519731
11,9,Kyle Massey,38.666666666666664,Safe,Actor/Actress,19,0.30362152346477117,0.09352819497953342,Percentage,True,0.6939811150142119
11,9,Jennifer Grey,40.0,Safe,Actor/Actress,50,0.29298496033815125,0.09193058834583463,Percentage,True,0.6939811150142119
11,9,Brandy,38.0,Eliminated,Singer/Rapper,31,0.14128639742053517,0.041574728952706766,Percentage,True,0.6939811150142119
11,9,Bristol Palin,35.33333333333333,Safe,TV Personality,19,0.26210711877654225,0.07898537270771332,Percentage,True,0.6939811150142119
11,10,Kyle Massey,36.444266666666664,Safe,Actor/Actress,19,0.36586297155388214,0.12806299333932827,Percentage,True,0.5045203934819049
11,10,Jennifer Grey,40.0,Safe,Actor/Actress,50,0.3710949868646665,0.127752405153259,Percentage,True,0.5045203934819049
11,10,Bristol Palin,34.22213333333333,Safe,TV Personality,19,0.26304204158145206,0.11579430639598395,Percentage,True,0.5045203934819049
12,1,Ralph Macchio,32.0,Safe,Actor/Actress,49,0.10702362460170955,0.06326232317196843,Percentage,True,0.7622381527383784
12,1,Chelsea Kane,28.0,Safe,Actor/Actress,22,0.11106685880307728,0.06647139688626644,Percentage,True,0.7622381527383784
12,1,Kirstie Alley,30.666666666666664,Safe,Actor/Actress,60,0.10564664169501024,0.06510639810404678,Percentage,True,0.7622381527383784
12,1,Hines Ward,28.0,Safe,Athlete,35,0.11420038751341102,0.06595996974639066,Percentage,True,0.7622381527383784
12,1,Sugar Ray Leonard,22.666666666666664,Safe,Athlete,54,0.08519979382251561,0.05833217177049141,Percentage,True,0.7622381527383784
12,1,Chris Jericho,25.333333333333332,Safe,Athlete,40,0.09276779930472179,0.05931727775742582,Percentage,True,0.7622381527383784
12,1,Petra Nemcova,24.0,Safe,Model,31,0.081030141757034,0.05861778894042081,Percentage,True,0.7622381527383784
12,1,Mike Catherwood,17.333333333333332,Safe,Radio Personality,32,0.06310649409434994,0.049826738526346115,Percentage,True,0.7622381527383784
12,1,Romeo,25.333333333333332,Safe,Singer/Rapper,21,0.10440349048415343,0.06173632504138383,Percentage,True,0.7622381527383784
12,1,Wendy Williams,18.666666666666664,Safe,TV Personality,46,0.053261443230167356,0.04787859028338898,Percentage,True,0.7622381527383784
12,1,Kendra Wilkinson,24.0,Safe,TV Personality,25,0.0822933246938497,0.057336099741330235,Percentage,True,0.7622381527383784
12,2,Ralph Macchio,28.0,Safe,Actor/Actress,49,0.10587625311672526,0.06065796645156497,Percentage,True,0.7892213527271966
12,2,Chelsea Kane,24.0,Safe,Actor/Actress,22,0.10418481162629058,0.058786173313352307,Percentage,True,0.7892213527271966
12,2,Kirstie Alley,26.666666666666664,Safe,Actor/Actress,60,0.09857772005476022,0.058140959851738186,Percentage,True,0.7892213527271966
12,2,Hines Ward,30.666666666666664,Safe,Athlete,35,0.12698654461281267,0.0650665440147193,Percentage,True,0.7892213527271966
12,2,Sugar Ray Leonard,22.666666666666664,Safe,Athlete,54,0.08451047401135134,0.05339785567361707,Percentage,True,0.7892213527271966
12,2,Chris Jericho,30.666666666666664,Safe,Athlete,40,0.10997536163067598,0.06242617932583023,Percentage,True,0.7892213527271966
12,2,Petra Nemcova,24.0,Safe,Model,31,0.07876113418427799,0.050414251532944966,Percentage,True,0.7892213527271966
12,2,Mike Catherwood,22.666666666666664,Eliminated,Radio Personality,32,0.01775623375802662,0.011521615094098598,Percentage,True,0.7892213527271966
12,2,Romeo,30.666666666666664,Safe,Singer/Rapper,21,0.12740551854117016,0.06499692929591105,Percentage,True,0.7892213527271966
12,2,Wendy Williams,22.666666666666664,Safe,TV Personality,46,0.06384567004582316,0.04253448313522458,Percentage,True,0.7892213527271966
12,2,Kendra Wilkinson,25.333333333333332,Safe,TV Personality,25,0.08212027841808517,0.0516983223112081,Percentage,True,0.7892213527271966
12,3,Ralph Macchio,28.0,Safe,Actor/Actress,49,0.10571518850684165,0.05836329700691126,Percentage,True,0.7777135787526519
12,3,Chelsea Kane,30.666666666666664,Safe,Actor/Actress,22,0.12084757105797868,0.06386483797813826,Percentage,True,0.7777135787526519
12,3,Kirstie Alley,28.0,Safe,Actor/Actress,60,0.10268684435809142,0.057704610629129134,Percentage,True,0.7777135787526519
12,3,Hines Ward,33.33333333333333,Safe,Athlete,35,0.1324458293006658,0.06669693471205945,Percentage,True,0.7777135787526519
12,3,Sugar Ray Leonard,26.666666666666664,Safe,Athlete,54,0.09411035066451538,0.05594609011399279,Percentage,True,0.7777135787526519
12,3,Chris Jericho,28.0,Safe,Athlete,40,0.10356740309318341,0.05906988131276723,Percentage,True,0.7777135787526519
12,3,Petra Nemcova,33.33333333333333,Safe,Model,31,0.09796889018775345,0.056733648308970014,Percentage,True,0.7777135787526519
12,3,Romeo,26.666666666666664,Safe,Singer/Rapper,21,0.12103149580867277,0.061843548365926405,Percentage,True,0.7777135787526519
12,3,Wendy Williams,20.0,Eliminated,TV Personality,46,0.02708271835434752,0.018326656425053788,Percentage,True,0.7777135787526519
12,3,Kendra Wilkinson,30.666666666666664,Safe,TV Personality,25,0.09454370866794934,0.05716654826542193,Percentage,True,0.7777135787526519
12,4,Ralph Macchio,33.33333333333333,Safe,Actor/Actress,49,0.12003504953956849,0.0625708361718853,Percentage,True,0.7804351024838059
12,4,Chelsea Kane,34.666666666666664,Safe,Actor/Actress,22,0.13965835269221355,0.06669142376983271,Percentage,True,0.7804351024838059
12,4,Kirstie Alley,29.333333333333332,Safe,Actor/Actress,60,0.11137581056633167,0.05766594275688861,Percentage,True,0.7804351024838059
12,4,Hines Ward,33.33333333333333,Safe,Athlete,35,0.14200233349493505,0.06685295994440361,Percentage,True,0.7804351024838059
12,4,Sugar Ray Leonard,28.0,Eliminated,Athlete,54,0.033583469832095765,0.016081856843755245,Percentage,True,0.7804351024838059
12,4,Chris Jericho,30.666666666666664,Safe,Athlete,40,0.1154398939197056,0.05808578565840044,Percentage,True,0.7804351024838059
12,4,Petra Nemcova,30.666666666666664,Safe,Model,31,0.10267467112920034,0.05542278228010719,Percentage,True,0.7804351024838059
12,4,Romeo,30.666666666666664,Safe,Singer/Rapper,21,0.13103993836762406,0.06201715148371877,Percentage,True,0.7804351024838059
12,4,Kendra Wilkinson,24.0,Safe,TV Personality,25,0.10419048045832542,0.04863228050244494,Percentage,True,0.7804351024838059
12,5,Ralph Macchio,29.333333333333332,Safe,Actor/Actress,49,0.1189995249916488,0.06087354358451044,Percentage,True,0.7517208184609152
12,5,Chelsea Kane,34.666666666666664,Safe,Actor/Actress,22,0.15680532674697212,0.0751172858357874,Percentage,True,0.7517208184609152
12,5,Kirstie Alley,30.666666666666664,Safe,Actor/Actress,60,0.11981262395761204,0.06316862279966061,Percentage,True,0.7517208184609152
12,5,Hines Ward,36.0,Safe,Athlete,35,0.16857019170016108,0.07703520486793011,Percentage,True,0.7517208184609152
12,5,Chris Jericho,34.666666666666664,Safe,Athlete,40,0.13603822679364197,0.06794408229677434,Percentage,True,0.7517208184609152
12,5,Petra Nemcova,29.333333333333332,Eliminated,Model,31,0.03553906243174863,0.019487639577068772,Percentage,True,0.7517208184609152
12,5,Romeo,34.666666666666664,Safe,Singer/Rapper,21,0.15823973027800345,0.07546486836134164,Percentage,True,0.7517208184609152
12,5,Kendra Wilkinson,29.333333333333332,Safe,TV Personality,25,0.10599531310021182,0.05746711575509628,Percentage,True,0.7517208184609152
12,6,Ralph Macchio,32.0,Safe,Actor/Actress,49,0.13904101041524364,0.06650051744016507,Percentage,True,0.7378443584970802
12,6,Chelsea Kane,37.33333333333333,Safe,Actor/Actress,22,0.17738730703252717,0.07776728548836498,Percentage,True,0.7378443584970802
12,6,Kirstie Alley,34.666666666666664,Safe,Actor/Actress,60,0.14146908322004112,0.06819340235819685,Percentage,True,0.7378443584970802
12,6,Hines Ward,36.0,Safe,Athlete,35,0.18162282336367794,0.07934022563404408,Percentage,True,0.7378443584970802
12,6,Chris Jericho,29.333333333333332,Eliminated,Athlete,40,0.05580442365958348,0.02495667428135118,Percentage,True,0.7378443584970802
12,6,Romeo,37.33333333333333,Safe,Singer/Rapper,21,0.17739782688805653,0.07899309133970829,Percentage,True,0.7378443584970802
12,6,Kendra Wilkinson,33.33333333333333,Safe,TV Personality,25,0.12727752542087012,0.06302117608827941,Percentage,True,0.7378443584970802
12,7,Ralph Macchio,33.0,Safe,Actor/Actress,49,0.18105058763874243,0.07738261970227575,Percentage,True,0.7169891534153474
12,7,Chelsea Kane,32.0,Safe,Actor/Actress,22,0.20299417255000052,0.0850239691169685,Percentage,True,0.7169891534153474
12,7,Kirstie Alley,30.0,Safe,Actor/Actress,60,0.15591424191823594,0.06939489231206378,Percentage,True,0.7169891534153474
12,7,Hines Ward,33.0,Safe,Athlete,35,0.21984234873249514,0.08831552505203602,Percentage,True,0.7169891534153474
12,7,Romeo,30.0,Safe,Singer/Rapper,21,0.18142325237293846,0.07664759866201251,Percentage,True,0.7169891534153474
12,7,Kendra Wilkinson,30.5,Eliminated,TV Personality,25,0.058775396787588224,0.027751665031622304,Percentage,True,0.7169891534153474
12,8,Ralph Macchio,30.666666666666664,Safe,Actor/Actress,49,0.21044525812592196,0.06782056668596599,Percentage,True,0.7199907025480358
12,8,Chelsea Kane,36.666666666666664,Safe,Actor/Actress,22,0.24359035744856397,0.08795039757636423,Percentage,True,0.7199907025480358
12,8,Kirstie Alley,35.33333333333333,Safe,Actor/Actress,60,0.20664294914862555,0.07668069552416354,Percentage,True,0.7199907025480358
12,8,Hines Ward,36.0,Safe,Athlete,35,0.24280209928386884,0.08454621470103992,Percentage,True,0.7199907025480358
12,8,Romeo,34.666666666666664,Eliminated,Singer/Rapper,21,0.09651933599301983,0.03301374732742162,Percentage,True,0.7199907025480358
12,9,Ralph Macchio,32.0,Eliminated,Actor/Actress,49,0.1377315675733235,0.05386924991656194,Percentage,True,0.6360591228878907
12,9,Chelsea Kane,48.666666666666664,Safe,Actor/Actress,22,0.3081639927651604,0.11219887448534391,Percentage,True,0.6360591228878907
12,9,Kirstie Alley,36.0,Safe,Actor/Actress,60,0.25629452114830725,0.09199048124535407,Percentage,True,0.6360591228878907
12,9,Hines Ward,40.0,Safe,Athlete,35,0.2978099185132087,0.10588227146484945,Percentage,True,0.6360591228878907
12,10,Chelsea Kane,39.55546666666667,Safe,Actor/Actress,22,0.37560135529287286,0.12253957893213908,Percentage,True,0.5266517047401145
12,10,Kirstie Alley,37.33319999999999,Safe,Actor/Actress,60,0.2551782778843064,0.10945095192745491,Percentage,True,0.5266517047401145
12,10,Hines Ward,39.55546666666667,Safe,Athlete,35,0.3692203668228202,0.12302069058532011,Percentage,True,0.5266517047401145
13,1,Elisabetta Canalis,20.0,Safe,Actor/Actress,33,0.09322579456423989,0.056804392792745274,Percentage,True,0.7903914793100928
13,1,David Arquette,24.0,Safe,Actor/Actress,40,0.08810538499335731,0.05809318108500686,Percentage,True,0.7903914793100928
13,1,Ricki Lake,26.666666666666664,Safe,Actor/Actress,42,0.09739405144095947,0.05872474938597294,Percentage,True,0.7903914793100928
13,1,J.R. Martinez,29.333333333333332,Safe,Actor/Actress,28,0.11964934895072286,0.06626345857835826,Percentage,True,0.7903914793100928
13,1,Metta World Peace (Ron),18.666666666666664,Eliminated,Athlete,31,0.021375681635431704,0.011641590020591388,Percentage,True,0.7903914793100928
13,1,Hope Solo,28.0,Safe,Athlete,30,0.11247977186620284,0.06402072834632831,Percentage,True,0.7903914793100928
13,1,Chynna Phillips,29.333333333333332,Safe,Singer/Rapper,43,0.10462234632072141,0.06163000553490494,Percentage,True,0.7903914793100928
13,1,Kristin Cavallari,25.333333333333332,Safe,TV Personality,24,0.08448790190913542,0.05670268971906004,Percentage,True,0.7903914793100928
13,1,Carson Kressley,22.666666666666664,Safe,TV Personality,41,0.06717619522228861,0.04799211285185078,Percentage,True,0.7903914793100928
13,1,Chaz Bono,22.666666666666664,Safe,TV Personality,42,0.06735649380296692,0.04864456137101739,Percentage,True,0.7903914793100928
13,1,Nancy Grace,21.333333333333332,Safe,TV Personality,51,0.06591072064634174,0.045786478251366176,Percentage,True,0.7903914793100928
13,1,Rob Kardashian,21.333333333333332,Safe,TV Personality,24,0.07821630864763257,0.05252161413251937,Percentage,True,0.7903914793100928
13,2,Elisabetta Canalis,28.0,Eliminated,Actor/Actress,33,0.021650126804909037,0.01026007489336254,Percentage,True,0.8074371406152444
13,2,David Arquette,24.0,Safe,Actor/Actress,40,0.09591274161646113,0.050990717756013985,Percentage,True,0.8074371406152444
13,2,Ricki Lake,30.666666666666664,Safe,Actor/Actress,42,0.10865195137083261,0.05823072022810927,Percentage,True,0.8074371406152444
13,2,J.R. Martinez,29.333333333333332,Safe,Actor/Actress,28,0.12440942640260083,0.06237402866745211,Percentage,True,0.8074371406152444
13,2,Hope Solo,25.333333333333332,Safe,Athlete,30,0.10978103002130062,0.056375768190894564,Percentage,True,0.8074371406152444
13,2,Chynna Phillips,28.0,Safe,Singer/Rapper,43,0.10597332126597724,0.05693032365797395,Percentage,True,0.8074371406152444
13,2,Kristin Cavallari,29.333333333333332,Safe,TV Personality,24,0.09478607076069766,0.05341434319733707,Percentage,True,0.8074371406152444
13,2,Carson Kressley,24.0,Safe,TV Personality,41,0.08185421897661631,0.04174687608723166,Percentage,True,0.8074371406152444
13,2,Chaz Bono,22.666666666666664,Safe,TV Personality,42,0.08367758812544965,0.040464353592403364,Percentage,True,0.8074371406152444
13,2,Nancy Grace,28.0,Safe,TV Personality,51,0.08048832951049463,0.046696331537614696,Percentage,True,0.8074371406152444
13,2,Rob Kardashian,28.0,Safe,TV Personality,24,0.09281519514466055,0.05206432549968463,Percentage,True,0.8074371406152444
13,3,David Arquette,32.0,Safe,Actor/Actress,40,0.10796986970919406,0.05789111298953509,Percentage,True,0.7958669504515444
13,3,Ricki Lake,36.0,Safe,Actor/Actress,42,0.11847933378281555,0.06117399306302616,Percentage,True,0.7958669504515444
13,3,J.R. Martinez,34.666666666666664,Safe,Actor/Actress,28,0.1358795494273521,0.06530474516965266,Percentage,True,0.7958669504515444
13,3,Hope Solo,32.0,Safe,Athlete,30,0.12453018809771997,0.06420240557093598,Percentage,True,0.7958669504515444
13,3,Chynna Phillips,34.666666666666664,Safe,Singer/Rapper,43,0.11585274397108418,0.05990913657559811,Percentage,True,0.7958669504515444
13,3,Kristin Cavallari,32.0,Eliminated,TV Personality,24,0.024272297326079013,0.012115481135537492,Percentage,True,0.7958669504515444
